File,Line,Code
Evolve-main/scripts/run_unified.py,17,"print(""🔮 Evolve Unified Interface Launcher"")"
Evolve-main/scripts/run_unified.py,18,"print(""="" * 50)"
Evolve-main/scripts/run_unified.py,23,"print(f""Executing: {command}"")"
Evolve-main/scripts/run_unified.py,31,"print(f""❌ Error: {result.get('error')}"")"
Evolve-main/scripts/run_unified.py,33,"print(""✅ Success!"")"
Evolve-main/scripts/run_unified.py,34,"print(f""Result: {result}"")"
Evolve-main/scripts/run_unified.py,37,"print(f""❌ Error: {e}"")"
Evolve-main/scripts/run_unified.py,38,"print(""Make sure unified_interface.py is in the current directory"")"
Evolve-main/scripts/run_unified.py,41,"print(""Usage:"")"
Evolve-main/scripts/run_unified.py,42,"print(""  python run_unified.py <command>"")"
Evolve-main/scripts/run_unified.py,43,"print("""")"
Evolve-main/scripts/run_unified.py,44,"print(""Examples:"")"
Evolve-main/scripts/run_unified.py,45,"print(""  python run_unified.py help"")"
Evolve-main/scripts/run_unified.py,46,"print(""  python run_unified.py forecast AAPL 7d"")"
Evolve-main/scripts/run_unified.py,47,"print(""  python run_unified.py \""What's the best model for TSLA?\"""")"
Evolve-main/scripts/run_unified.py,48,"print("""")"
Evolve-main/scripts/run_unified.py,49,"print(""Or launch Streamlit interface:"")"
Evolve-main/scripts/run_unified.py,50,"print(""  streamlit run app.py"")"
Evolve-main/scripts/run_unified.py,51,"print(""  streamlit run unified_interface.py"")"
Evolve-main/scripts/setup_test_env.py,14,"print(""Warning: requirements-test.txt not found"")"
Evolve-main/scripts/setup_test_env.py,30,"print(""Setting up test environment..."")"
Evolve-main/scripts/setup_test_env.py,38,"print(""Test environment setup complete!"")"
Evolve-main/scripts/system_check.py,294,"print(""\nDETAILED RESULTS:"")"
Evolve-main/scripts/system_check.py,295,"print(""=""*60)"
Evolve-main/scripts/system_check.py,297,print(detail)
Evolve-main/scripts/system_check.py,299,"print(f""\nSUMMARY:"")"
Evolve-main/scripts/system_check.py,300,"print(f""Success Rate: {results['success_rate']:.1f}%"")"
Evolve-main/scripts/system_check.py,301,"print(f""Total: {results['total']} | Success: {results['success']} | Failures: {results['failure']} | Warnings: {results['warning']}"")"
Evolve-main/scripts/voice_prompt_agent.py,195,# TODO: Integrate with LLM parsing when available
Evolve-main/system/infra/agents/services/automation_cli.py,144,self.console.print(table)
Evolve-main/system/infra/agents/services/automation_cli.py,146,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,170,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,183,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,221,self.console.print(table)
Evolve-main/system/infra/agents/services/automation_cli.py,223,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,262,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,274,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,286,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,309,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,357,self.console.print(table)
Evolve-main/system/infra/agents/services/automation_cli.py,360,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,391,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,404,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,414,self.console.print(
Evolve-main/system/infra/agents/services/automation_cli.py,424,self.console.print(
Evolve-main/system/infra/agents/services/notification_cleanup.py,965,metrics.add_success(0.0)  # TODO: Add cleanup time
Evolve-main/tests/audit_return_statements.py,253,"print(""\n"" + ""=""*80)"
Evolve-main/tests/audit_return_statements.py,254,"print(""RETURN STATEMENT AUDIT REPORT"")"
Evolve-main/tests/audit_return_statements.py,255,"print(""=""*80)"
Evolve-main/tests/audit_return_statements.py,258,"print(f""\nSUMMARY:"")"
Evolve-main/tests/audit_return_statements.py,259,"print(f""  Total Issues: {summary['total_issues']}"")"
Evolve-main/tests/audit_return_statements.py,260,"print(f""  Passing Functions: {summary['total_passing']}"")"
Evolve-main/tests/audit_return_statements.py,261,"print(f""  Exempt Functions: {summary['total_exempt']}"")"
Evolve-main/tests/audit_return_statements.py,262,"print(f""  Compliance Rate: {summary['compliance_rate']}"")"
Evolve-main/tests/audit_return_statements.py,265,"print(f""\nTOP FILES WITH ISSUES:"")"
Evolve-main/tests/audit_return_statements.py,267,"print(f""  {file_path}: {len(issues)} issues"")"
Evolve-main/tests/audit_return_statements.py,269,"print(f""\nRECOMMENDATIONS:"")"
Evolve-main/tests/audit_return_statements.py,271,"print(f""  {rec}"")"
Evolve-main/tests/audit_return_statements.py,273,"print(""\n"" + ""=""*80)"
Evolve-main/tests/audit_return_statements.py,275,"print(f""Audit failed: {result['message']}"")"
Evolve-main/tests/check_system.py,106,"print(""🔍 EVOLVE TRADING PLATFORM - SYSTEM CHECK"")"
Evolve-main/tests/check_system.py,107,"print(""="" * 60)"
Evolve-main/tests/check_system.py,110,"print(""\n📦 CRITICAL IMPORTS:"")"
Evolve-main/tests/check_system.py,117,"print(f""  {status} {module}"")"
Evolve-main/tests/check_system.py,120,"print(""\n🏗️ CORE MODULES:"")"
Evolve-main/tests/check_system.py,127,"print(f""  {status} {module}"")"
Evolve-main/tests/check_system.py,130,"print(""\n🚀 ADVANCED MODULES:"")"
Evolve-main/tests/check_system.py,137,"print(f""  {status} {module}"")"
Evolve-main/tests/check_system.py,140,"print(""\n🖥️ UI MODULES:"")"
Evolve-main/tests/check_system.py,147,"print(f""  {status} {module}"")"
Evolve-main/tests/check_system.py,155,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/check_system.py,156,"print(f""📊 OVERALL SUCCESS RATE: {success_rate:.1f}%"")"
Evolve-main/tests/check_system.py,157,"print(f""✅ Success: {total_success}/{total_checks}"")"
Evolve-main/tests/check_system.py,158,"print(f""❌ Failures: {total_checks - total_success}"")"
Evolve-main/tests/check_system.py,159,"print(""="" * 60)"
Evolve-main/tests/comprehensive_audit.py,188,"print(""🔍 Starting comprehensive return statement audit..."")"
Evolve-main/tests/comprehensive_audit.py,201,"print(f""📁 Found {len(python_files)} Python files to audit"")"
Evolve-main/tests/comprehensive_audit.py,292,"print(""\n"" + ""=""*80)"
Evolve-main/tests/comprehensive_audit.py,293,"print(""📊 COMPREHENSIVE RETURN STATEMENT AUDIT REPORT"")"
Evolve-main/tests/comprehensive_audit.py,294,"print(""=""*80)"
Evolve-main/tests/comprehensive_audit.py,296,"print(f""\n📈 OVERALL COMPLIANCE:"")"
Evolve-main/tests/comprehensive_audit.py,297,"print(f""   Files: {summary['compliant_files']}/{summary['total_files']} compliant ({summary['file_compliance_rate']:.1f}%)"")"
Evolve-main/tests/comprehensive_audit.py,298,"print(f""   Functions: {summary['functions_with_returns']}/{summary['total_functions']} with returns ({summary['compliance_rate']:.1f}%)"")"
Evolve-main/tests/comprehensive_audit.py,300,"print(f""\n🎯 VIOLATIONS BY PRIORITY:"")"
Evolve-main/tests/comprehensive_audit.py,303,"print(f""   {priority.upper()}: {data['count']} violations in {data['files_affected']} files"")"
Evolve-main/tests/comprehensive_audit.py,305,"print(f""\n🚨 CRITICAL VIOLATIONS:"")"
Evolve-main/tests/comprehensive_audit.py,307,"print(f""   {violation['file']}:{violation['line']} - {violation['function']} ({violation['reason']})"")"
Evolve-main/tests/comprehensive_audit.py,310,"print(f""   ... and {len(priority_summary['critical']['violations']) - 10} more"")"
Evolve-main/tests/comprehensive_audit.py,312,"print(f""\n⚠️ HIGH PRIORITY VIOLATIONS:"")"
Evolve-main/tests/comprehensive_audit.py,314,"print(f""   {violation['file']}:{violation['line']} - {violation['function']} ({violation['reason']})"")"
Evolve-main/tests/comprehensive_audit.py,317,"print(f""   ... and {len(priority_summary['high']['violations']) - 10} more"")"
Evolve-main/tests/comprehensive_audit.py,319,"print(f""\n💡 RECOMMENDATIONS:"")"
Evolve-main/tests/comprehensive_audit.py,321,"print(f""   {rec}"")"
Evolve-main/tests/comprehensive_audit.py,323,"print(""\n"" + ""=""*80)"
Evolve-main/tests/comprehensive_audit.py,329,"print(f""📄 Report saved to {filename}"")"
Evolve-main/tests/comprehensive_codebase_review.py,11,"print(""🔍 Testing Basic Imports..."")"
Evolve-main/tests/comprehensive_codebase_review.py,58,"print(""\n🔍 Testing Core Modules..."")"
Evolve-main/tests/comprehensive_codebase_review.py,95,"print(""\n🔍 Testing Advanced Features..."")"
Evolve-main/tests/comprehensive_codebase_review.py,140,"print(""\n🔍 Testing Optimization Modules..."")"
Evolve-main/tests/comprehensive_codebase_review.py,169,"print(""\n🔍 Testing Data Providers..."")"
Evolve-main/tests/comprehensive_codebase_review.py,191,"print(""\n🔍 Testing UI Components..."")"
Evolve-main/tests/comprehensive_codebase_review.py,215,"print(""\n🔍 Testing Configuration..."")"
Evolve-main/tests/comprehensive_codebase_review.py,247,"print(""\n🔍 Testing File Structure..."")"
Evolve-main/tests/comprehensive_codebase_review.py,294,"print(""\n"" + ""=""*60)"
Evolve-main/tests/comprehensive_codebase_review.py,295,"print(""📊 COMPREHENSIVE CODEBASE REVIEW SUMMARY"")"
Evolve-main/tests/comprehensive_codebase_review.py,296,"print(""=""*60)"
Evolve-main/tests/comprehensive_codebase_review.py,304,"print(f""\n{category.upper()}:"")"
Evolve-main/tests/comprehensive_codebase_review.py,305,"print(""-"" * len(category))"
Evolve-main/tests/comprehensive_codebase_review.py,311,"print(f""  {test:30} {result}"")"
Evolve-main/tests/comprehensive_codebase_review.py,314,"print(f""  {test:30} {result}"")"
Evolve-main/tests/comprehensive_codebase_review.py,317,"print(f""  {test:30} {result}"")"
Evolve-main/tests/comprehensive_codebase_review.py,319,"print(""\n"" + ""=""*60)"
Evolve-main/tests/comprehensive_codebase_review.py,320,"print(""📈 OVERALL STATISTICS"")"
Evolve-main/tests/comprehensive_codebase_review.py,321,"print(""=""*60)"
Evolve-main/tests/comprehensive_codebase_review.py,322,"print(f""Total Tests:     {total_tests}"")"
Evolve-main/tests/comprehensive_codebase_review.py,323,"print(f""✅ Passed:       {passed_tests}"")"
Evolve-main/tests/comprehensive_codebase_review.py,324,"print(f""⚠️  Warnings:     {warnings}"")"
Evolve-main/tests/comprehensive_codebase_review.py,325,"print(f""❌ Failures:     {failures}"")"
Evolve-main/tests/comprehensive_codebase_review.py,326,"print(f""Success Rate:    {passed_tests/total_tests*100:.1f}%"")"
Evolve-main/tests/comprehensive_codebase_review.py,329,"print(""\n🎉 EXCELLENT! All critical components are working!"")"
Evolve-main/tests/comprehensive_codebase_review.py,331,"print(f""⚠️  {warnings} optional features have warnings but don't affect core functionality."")"
Evolve-main/tests/comprehensive_codebase_review.py,333,"print(""\n✅ GOOD! Most components are working. Minor issues detected."")"
Evolve-main/tests/comprehensive_codebase_review.py,335,"print(""\n⚠️  ATTENTION NEEDED! Several components have issues."")"
Evolve-main/tests/comprehensive_codebase_review.py,347,"print(""🧪 COMPREHENSIVE CODEBASE REVIEW"")"
Evolve-main/tests/comprehensive_codebase_review.py,348,"print(""=""*60)"
Evolve-main/tests/comprehensive_codebase_review.py,349,"print(""Reviewing Evolve Trading Platform..."")"
Evolve-main/tests/comprehensive_codebase_review.py,350,"print(f""Started at: {time.strftime('%Y-%m-%d %H:%M:%S')}"")"
Evolve-main/tests/comprehensive_codebase_review.py,367,"print(f""\nCompleted at: {time.strftime('%Y-%m-%d %H:%M:%S')}"")"
Evolve-main/tests/comprehensive_return_fix.py,306,"print(""\n"" + ""=""*60)"
Evolve-main/tests/comprehensive_return_fix.py,307,"print(""COMPREHENSIVE RETURN STATEMENT FIX SUMMARY"")"
Evolve-main/tests/comprehensive_return_fix.py,308,"print(""=""*60)"
Evolve-main/tests/comprehensive_return_fix.py,309,"print(f""Total files processed: {results['total_files']}"")"
Evolve-main/tests/comprehensive_return_fix.py,310,"print(f""Files fixed: {results['files_fixed']}"")"
Evolve-main/tests/comprehensive_return_fix.py,311,"print(f""Total functions fixed: {results['total_functions_fixed']}"")"
Evolve-main/tests/comprehensive_return_fix.py,314,"print(f""Files with errors: {len(results['files_with_errors'])}"")"
Evolve-main/tests/comprehensive_return_fix.py,316,"print(f""  - {error_file}"")"
Evolve-main/tests/comprehensive_return_fix.py,318,"print(f""  ... and {len(results['files_with_errors']) - 10} more"")"
Evolve-main/tests/comprehensive_return_fix.py,320,"print(""=""*60)"
Evolve-main/tests/demo_unified_interface.py,18,"print(""🔮 Evolve Unified Interface Demo"")"
Evolve-main/tests/demo_unified_interface.py,19,"print(""="" * 60)"
Evolve-main/tests/demo_unified_interface.py,20,"print(""This demo shows how to access all features through one interface."")"
Evolve-main/tests/demo_unified_interface.py,21,"print(""="" * 60)"
Evolve-main/tests/demo_unified_interface.py,26,"print(""✅ Successfully imported UnifiedInterface"")"
Evolve-main/tests/demo_unified_interface.py,30,"print(""✅ Successfully initialized interface"")"
Evolve-main/tests/demo_unified_interface.py,68,"print(f""\n📝 Running {len(demo_commands)} demo commands..."")"
Evolve-main/tests/demo_unified_interface.py,69,"print(""-"" * 60)"
Evolve-main/tests/demo_unified_interface.py,73,"print(f""\n{i}. {demo['description']}"")"
Evolve-main/tests/demo_unified_interface.py,74,"print(f""   Command: {demo['command']}"")"
Evolve-main/tests/demo_unified_interface.py,75,"print(""   "" + ""-"" * 40)"
Evolve-main/tests/demo_unified_interface.py,82,"print(f""   ❌ Error: {result.get('error')}"")"
Evolve-main/tests/demo_unified_interface.py,84,"print(f""   ✅ Success!"")"
Evolve-main/tests/demo_unified_interface.py,86,"print(f""   Type: {result_type}"")"
Evolve-main/tests/demo_unified_interface.py,91,"print(f""   Features: {len(help_data['features'])} available"")"
Evolve-main/tests/demo_unified_interface.py,93,"print(""   QuantGPT processed the query"")"
Evolve-main/tests/demo_unified_interface.py,96,"print(f""   Symbol: {symbol}"")"
Evolve-main/tests/demo_unified_interface.py,99,"print(f""   Items: {len(items)} found"")"
Evolve-main/tests/demo_unified_interface.py,101,"print(""   System status retrieved"")"
Evolve-main/tests/demo_unified_interface.py,103,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/demo_unified_interface.py,104,"print(""🎉 Demo completed successfully!"")"
Evolve-main/tests/demo_unified_interface.py,105,"print(""\n📋 What you can do next:"")"
Evolve-main/tests/demo_unified_interface.py,106,"print(""1. Launch Streamlit interface: streamlit run app.py"")"
Evolve-main/tests/demo_unified_interface.py,107,"print(""2. Use terminal interface: python unified_interface.py --terminal"")"
Evolve-main/tests/demo_unified_interface.py,108,"print(""3. Execute commands: python unified_interface.py --command 'help'"")"
Evolve-main/tests/demo_unified_interface.py,109,"print(""4. Ask questions: python unified_interface.py --command 'What is the best model for AAPL?'"")"
Evolve-main/tests/demo_unified_interface.py,114,"print(f""❌ Import error: {e}"")"
Evolve-main/tests/demo_unified_interface.py,115,"print(""Make sure unified_interface.py is in the current directory"")"
Evolve-main/tests/demo_unified_interface.py,118,"print(f""❌ Unexpected error: {e}"")"
Evolve-main/tests/demo_unified_interface.py,123,"print(""\n📚 Usage Examples"")"
Evolve-main/tests/demo_unified_interface.py,124,"print(""="" * 60)"
Evolve-main/tests/demo_unified_interface.py,173,"print(f""\n{category['category']}:"")"
Evolve-main/tests/demo_unified_interface.py,175,"print(f""  {example}"")"
Evolve-main/tests/focused_return_fix.py,202,"print(""\n"" + ""=""*60)"
Evolve-main/tests/focused_return_fix.py,203,"print(""FOCUSED RETURN STATEMENT FIX SUMMARY"")"
Evolve-main/tests/focused_return_fix.py,204,"print(""=""*60)"
Evolve-main/tests/focused_return_fix.py,205,"print(f""Priority files processed: {results['total_files']}"")"
Evolve-main/tests/focused_return_fix.py,206,"print(f""Files fixed: {results['files_fixed']}"")"
Evolve-main/tests/focused_return_fix.py,207,"print(f""Total functions fixed: {results['total_functions_fixed']}"")"
Evolve-main/tests/focused_return_fix.py,210,"print(f""Files with errors: {len(results['files_with_errors'])}"")"
Evolve-main/tests/focused_return_fix.py,212,"print(f""  - {error_file}"")"
Evolve-main/tests/focused_return_fix.py,214,"print(""=""*60)"
Evolve-main/tests/post_upgrade_audit.py,137,"'print(',"
Evolve-main/tests/post_upgrade_audit.py,269,"print(""🔍 POST-UPGRADE RETURN STATEMENT AUDIT"")"
Evolve-main/tests/post_upgrade_audit.py,270,"print(""="" * 60)"
Evolve-main/tests/post_upgrade_audit.py,275,"print(f""\n📊 AUDIT RESULTS"")"
Evolve-main/tests/post_upgrade_audit.py,276,"print(""="" * 60)"
Evolve-main/tests/post_upgrade_audit.py,277,"print(f""Total functions audited: {result['total_functions']}"")"
Evolve-main/tests/post_upgrade_audit.py,278,"print(f""Compliant functions: {result['total_compliant']}"")"
Evolve-main/tests/post_upgrade_audit.py,279,"print(f""Violations found: {result['total_violations']}"")"
Evolve-main/tests/post_upgrade_audit.py,280,"print(f""Compliance rate: {result['compliance_rate']:.1f}%"")"
Evolve-main/tests/post_upgrade_audit.py,283,"print(""\n✅ ALL RETURN STATEMENTS ARE COMPLIANT!"")"
Evolve-main/tests/post_upgrade_audit.py,286,"print(f""\n❌ {result['total_violations']} VIOLATIONS FOUND:"")"
Evolve-main/tests/post_upgrade_audit.py,287,"print(""="" * 60)"
Evolve-main/tests/post_upgrade_audit.py,299,"print(f""\n📁 {file_path}"")"
Evolve-main/tests/post_upgrade_audit.py,302,"print(f""  ❌ Line {violation['line']}: {violation['function']} - {violation['reason']}"")"
Evolve-main/tests/post_upgrade_audit.py,304,"print(f""  ❌ {violation['error']}"")"
Evolve-main/tests/post_upgrade_audit.py,307,"print(f""  ... and {len(violations) - 10} more violations"")"
Evolve-main/tests/post_upgrade_audit.py,318,"print(f""\nFinal result: {result['status']}"")"
Evolve-main/tests/post_upgrade_audit.py,320,"print(f""Compliance rate: {result['compliance_rate']:.1f}%"")"
Evolve-main/tests/post_upgrade_audit.py,321,"print(f""Total violations: {result['total_violations']}"")"
Evolve-main/tests/post_upgrade_return_audit.py,308,print(report)
Evolve-main/tests/post_upgrade_return_audit.py,316,"print(""\n✅ AUDIT PASSED: All return statements are compliant"")"
Evolve-main/tests/post_upgrade_return_audit.py,319,"print(f""\n❌ AUDIT FAILED: {audit_result['summary']['total_violations']} violations found"")"
Evolve-main/tests/quick_audit.py,69,"'logger.', 'print(', 'st.', 'open(', 'write(', 'requests.',"
Evolve-main/tests/quick_audit.py,119,"print(""🔍 QUICK POST-UPGRADE RETURN STATEMENT AUDIT"")"
Evolve-main/tests/quick_audit.py,120,"print(""="" * 60)"
Evolve-main/tests/quick_audit.py,124,"print(f""Found {len(python_files)} Python files to audit"")"
Evolve-main/tests/quick_audit.py,134,"print(f""\n📁 {file_path}"")"
Evolve-main/tests/quick_audit.py,137,"print(f""  ❌ Line {violation['line']}: {violation['function']} - {violation['reason']}"")"
Evolve-main/tests/quick_audit.py,139,"print(f""  ❌ {violation['reason']}"")"
Evolve-main/tests/quick_audit.py,141,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/quick_audit.py,142,"print(""📊 AUDIT RESULTS"")"
Evolve-main/tests/quick_audit.py,143,"print(""="" * 60)"
Evolve-main/tests/quick_audit.py,144,"print(f""Files audited: {len(python_files)}"")"
Evolve-main/tests/quick_audit.py,145,"print(f""Files with violations: {files_with_violations}"")"
Evolve-main/tests/quick_audit.py,146,"print(f""Total violations: {len(all_violations)}"")"
Evolve-main/tests/quick_audit.py,149,"print(f""\n❌ VIOLATIONS FOUND - SYSTEM NOT FULLY COMPLIANT"")"
Evolve-main/tests/quick_audit.py,150,"print(""="" * 60)"
Evolve-main/tests/quick_audit.py,156,"print(f""Functions with side effects missing returns: {len(side_effect_violations)}"")"
Evolve-main/tests/quick_audit.py,157,"print(f""Functions that should return based on name: {len(name_based_violations)}"")"
Evolve-main/tests/quick_audit.py,159,"print(f""\n🎯 TOP PRIORITY FIXES (Side Effects):"")"
Evolve-main/tests/quick_audit.py,161,"print(f""  - {violation['file']}:{violation['line']} - {violation['function']}"")"
Evolve-main/tests/quick_audit.py,164,"print(f""  ... and {len(side_effect_violations) - 20} more"")"
Evolve-main/tests/quick_audit.py,174,"print(""\n✅ ALL RETURN STATEMENTS ARE COMPLIANT!"")"
Evolve-main/tests/quick_audit.py,179,"print(f""\nFinal result: {result['status']}"")"
Evolve-main/tests/quick_comprehensive_audit.py,13,"print(""🔍 Quick Comprehensive Return Statement Audit"")"
Evolve-main/tests/quick_comprehensive_audit.py,14,"print(""=""*60)"
Evolve-main/tests/quick_comprehensive_audit.py,32,"print(f""📁 Found {len(python_files)} Python files"")"
Evolve-main/tests/quick_comprehensive_audit.py,62,"'print(', 'logging', 'logger', 'st.', 'plt.', 'open(', 'write(',"
Evolve-main/tests/quick_comprehensive_audit.py,85,"print(f""Error reading {file_path}: {e}"")"
Evolve-main/tests/quick_comprehensive_audit.py,91,"print(f""\n📊 RESULTS:"")"
Evolve-main/tests/quick_comprehensive_audit.py,92,"print(f""   Total functions: {total_functions}"")"
Evolve-main/tests/quick_comprehensive_audit.py,93,"print(f""   Functions with returns: {functions_with_returns}"")"
Evolve-main/tests/quick_comprehensive_audit.py,94,"print(f""   Functions without returns: {total_functions - functions_with_returns}"")"
Evolve-main/tests/quick_comprehensive_audit.py,95,"print(f""   Compliance rate: {compliance_rate:.1f}%"")"
Evolve-main/tests/quick_comprehensive_audit.py,97,"print(f""\n🚨 VIOLATIONS BY PRIORITY:"")"
Evolve-main/tests/quick_comprehensive_audit.py,101,"print(f""   {priority.upper()}: {count} violations"")"
Evolve-main/tests/quick_comprehensive_audit.py,105,"print(f""     - {violation['file']}: {violation['function']}"")"
Evolve-main/tests/quick_comprehensive_audit.py,107,"print(f""     ... and {len(violations[priority]) - 5} more"")"
Evolve-main/tests/quick_comprehensive_audit.py,110,"print(f""\n🎯 SUMMARY:"")"
Evolve-main/tests/quick_comprehensive_audit.py,111,"print(f""   Total violations: {total_violations}"")"
Evolve-main/tests/quick_comprehensive_audit.py,112,"print(f""   Critical violations: {len(violations['critical'])}"")"
Evolve-main/tests/quick_comprehensive_audit.py,113,"print(f""   High priority violations: {len(violations['high'])}"")"
Evolve-main/tests/quick_comprehensive_audit.py,116,"print(""✅ EXCELLENT! All functions have proper return statements!"")"
Evolve-main/tests/quick_comprehensive_audit.py,118,"print(""✅ GOOD! No critical violations found!"")"
Evolve-main/tests/quick_comprehensive_audit.py,120,"print(""⚠️  Need to fix critical violations for full compliance"")"
Evolve-main/tests/quick_fix.py,29,"print(""Fixed updater_agent.py"")"
Evolve-main/tests/quick_fix.py,52,"print(""Fixed updater/utils.py"")"
Evolve-main/tests/remove_duplicates.py,16,"print(f""Removed {dir_path}"")"
Evolve-main/tests/remove_duplicates.py,18,"print(f""Error removing {dir_path}: {e}"")"
Evolve-main/tests/remove_duplicates.py,20,"print(f""{dir_path} does not exist"")"
Evolve-main/tests/simple_audit.py,69,"'logger.', 'print(', 'st.', 'open(', 'write(', 'requests.',"
Evolve-main/tests/simple_audit.py,98,"print(""🔍 EVOLVE CODEBASE RETURN STATEMENT AUDIT"")"
Evolve-main/tests/simple_audit.py,99,"print(""="" * 60)"
Evolve-main/tests/simple_audit.py,102,"print(f""Found {len(python_files)} Python files to audit"")"
Evolve-main/tests/simple_audit.py,118,"print(f""\n📊 AUDIT SUMMARY:"")"
Evolve-main/tests/simple_audit.py,119,"print(f""  Total functions audited: {total_functions}"")"
Evolve-main/tests/simple_audit.py,120,"print(f""  ✅ Passing functions: {len(all_passing)}"")"
Evolve-main/tests/simple_audit.py,121,"print(f""  ⚠️  Functions with issues: {len(all_issues)}"")"
Evolve-main/tests/simple_audit.py,122,"print(f""  📈 Compliance rate: {compliance_rate:.1%}"")"
Evolve-main/tests/simple_audit.py,126,"print(f""\n🔧 FUNCTIONS NEEDING RETURN STATEMENTS:"")"
Evolve-main/tests/simple_audit.py,128,"print(f""  📁 {issue['file']}:{issue['function']} (line {issue['line']})"")"
Evolve-main/tests/simple_audit.py,129,"print(f""     Reason: {issue['reason']}"")"
Evolve-main/tests/simple_audit.py,132,"print(f""\n✅ AGENTIC MODULARITY STATUS:"")"
Evolve-main/tests/simple_audit.py,134,"print(""  🎉 FULL COMPLIANCE: All functions return structured outputs"")"
Evolve-main/tests/simple_audit.py,135,"print(""  🚀 System meets ChatGPT-like autonomous architecture standards"")"
Evolve-main/tests/simple_audit.py,137,"print(f""  ⚠️  {len(all_issues)} functions need return statements"")"
Evolve-main/tests/simple_audit.py,138,"print(""  🔄 System needs updates for full agentic modularity"")"
Evolve-main/tests/simple_audit.py,140,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/simple_audit.py,144,"print(""🎉 EXCELLENT: Codebase meets agentic modularity standards!"")"
Evolve-main/tests/simple_audit.py,147,"print(""✅ GOOD: Codebase mostly compliant, minor improvements needed"")"
Evolve-main/tests/simple_audit.py,150,"print(""⚠️  NEEDS WORK: Significant improvements needed for full compliance"")"
Evolve-main/tests/system_check.py,37,"print(""🚀 Evolve Trading Platform - Comprehensive System Check"")"
Evolve-main/tests/system_check.py,38,"print(""="" * 60)"
Evolve-main/tests/system_check.py,39,"print(f""Timestamp: {datetime.now()}"")"
Evolve-main/tests/system_check.py,40,print()
Evolve-main/tests/system_check.py,49,"print(""📦 Testing Core Modules..."")"
Evolve-main/tests/system_check.py,90,"print(""\n🔬 Testing Advanced Modules..."")"
Evolve-main/tests/system_check.py,177,"print(""\n🔧 Testing External Dependencies..."")"
Evolve-main/tests/system_check.py,284,"print(""\n⚙️ Testing Key Functions..."")"
Evolve-main/tests/system_check.py,362,"print(""\n📄 Testing Streamlit Pages..."")"
Evolve-main/tests/system_check.py,387,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/system_check.py,388,"print(""📊 SYSTEM CHECK RESULTS"")"
Evolve-main/tests/system_check.py,389,"print(""="" * 60)"
Evolve-main/tests/system_check.py,394,"print(f""Total Tests: {total_tests}"")"
Evolve-main/tests/system_check.py,395,"print(f""✅ Successes: {successes}"")"
Evolve-main/tests/system_check.py,396,"print(f""❌ Failures: {failures}"")"
Evolve-main/tests/system_check.py,397,"print(f""⚠️ Warnings: {warnings}"")"
Evolve-main/tests/system_check.py,398,"print(f""📈 Success Rate: {success_rate:.1f}%"")"
Evolve-main/tests/system_check.py,400,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/system_check.py,401,"print(""📋 DETAILED RESULTS"")"
Evolve-main/tests/system_check.py,402,"print(""="" * 60)"
Evolve-main/tests/system_check.py,405,print(message)
Evolve-main/tests/system_check.py,407,"print(""\n"" + ""="" * 60)"
Evolve-main/tests/system_check.py,408,"print(""🎯 SUMMARY"")"
Evolve-main/tests/system_check.py,409,"print(""="" * 60)"
Evolve-main/tests/system_check.py,412,"print(""🎉 EXCELLENT! System is production-ready with minimal issues."")"
Evolve-main/tests/system_check.py,414,"print(""✅ GOOD! System is mostly functional with some minor issues."")"
Evolve-main/tests/system_check.py,416,"print(""⚠️ FAIR! System has several issues that need attention."")"
Evolve-main/tests/system_check.py,418,"print(""❌ POOR! System has significant issues requiring immediate attention."")"
Evolve-main/tests/system_check.py,421,"print(f""\n🔧 RECOMMENDATIONS:"")"
Evolve-main/tests/system_check.py,422,"print(f""- Fix {failures} critical failures first"")"
Evolve-main/tests/system_check.py,424,"print(f""- Address {warnings} warnings for optimal performance"")"
Evolve-main/tests/system_check.py,425,"print(""- Run integration tests after fixes"")"
Evolve-main/tests/system_check.py,426,"print(""- Consider dependency updates"")"
Evolve-main/tests/system_check.py,428,"print(f""\n⏰ Check completed at: {datetime.now()}"")"
Evolve-main/tests/targeted_audit.py,196,"print(""\n"" + ""=""*60)"
Evolve-main/tests/targeted_audit.py,197,"print(""RETURN STATEMENT AUDIT SUMMARY"")"
Evolve-main/tests/targeted_audit.py,198,"print(""=""*60)"
Evolve-main/tests/targeted_audit.py,199,"print(f""Total files scanned: {results['total_files']}"")"
